,Alice Creek,Batavia 1,Batavia 2,Batavia 3,Bullshark camp,Chicane 1,Chicane 2,Chicane 3,Chicane 4,Chicane upper,Cloughs landing,Cloughs landing downstream,Cloughs upstream,Coolibah,Coolibah 2,Coolibah upstream,Coolibah waterpump,Cullen point,Cullen point N,Cullen point S,Dalhunty left,Dalhunty mouth,Dalhunty twin creeks,DUC1,DUC2,DUC2 2,Ducie 1,Ducie 2,Ducie 3,Ducie half way upper,Ducie Mouth AR,Ducie mouth downriver,Ducie mouth upstream,Ducie to PM AR,Gibsons waterhole,Hudson,Hudson junction,Hudson junction 2,Hudson left,Hudson mouth,Hudson to Tentpole,Hudson to Tentpole 2,Island downstream,Island downstream 2,Island haulout,Island haulout 2,Island midstream,Island midstream 2,Island midstream 3,Jabaru,Jabaru midstream,Jabaru midstream 2,Jabaru upstream 2,Jackson AR,Janie Creek AR,Jardines landing,Jut out downstream,Jut out downstream 2,Jut out midstream,Jut out midstream2,Jut out upstream,Kerr northwest AR,Kerr southeast AR,Ling creek,Ling creek 3,Ling creek downstream,Ling creek midstream,Ling creek upstream,Moreton campground,Namaleeda creek,Namaleeda downstream,Namaleeda upstream,Nimrod creek,No Name creek,Old shack,Old shack 2,Overhang,Pennefather AR,PM Cullen AR,PM Ducie Namaleeta AR,PM Mouth North AR,PM to Jaine AR,PM to Skarden,PM Wenlock AR,PM1,PM2,Processing plant,Processing plant 2,Riflebird bend,Riflebird bend downstream,Riflebird creek,Riflebird mid,Riflebird upstream,Rocky hole,Sandfly creek,Sandfly creek 1,Sandy bend,Sawfish,Sawfish new,Sawfish new 2,Skardon AR,Skardon metro,Skardon river,South Alice,Speartooth 1,Speartooth 2,Speartooth 3,Stones downstream,Stones far downstream,Stones upstream,Stones upstream 2,Tentpole creek,Tentpole mid,Tentpole mouth,Tentpole mouth 1,Tentpole mouth 2,Tentpole mouth 3,Tentpole upstream 1,Tentpole upstream 2,Top of islands,TPDSTWNMOR,TPMTNEW1,TPTWIN,TPTWIN2,TPUPP,Wenlock mouth A,Wenlock mouth B,Wenlock mouth B2,Wenlock Mouth B3,Wenlock tentpole mouth,WENMTH2M,WENMTM2M B,WNM,WNM2,WNM3,WNTH,Woodfords waterhole,WTTPDS
Processing plant,129.7630735,60.37615434,59.97615434,60.37321061,9.205382387,14.79655121,11.13675324,12.36812409,9.281118318,6.649747468,53.49503602,53.49503602,52.57787873,5.701219331,5.701219331,8.363961031,5.701219331,96.80601,96.80601,96.70601,120.449365,113.3238816,117.9978931,100.365808,110.0954544,106.3741341,140.2927199,140.9483548,139.5956636,147.5110965,93.01900423,96.85159441,97.45453814,93.01900423,5.052691193,40.86122651,40.66417023,40.66417023,40.86122651,39.46417023,44.60681092,44.20975465,38.93279938,39.18132752,31.86589463,31.71736649,35.30437226,35.42863633,35.30437226,17.02792206,16.90365799,16.54507935,16.90365799,139.901046,112.5238816,151.6294731,27.5374675,27.83036072,25.7747258,25.7747258,23.17350647,119.5049999,117.7079436,15.66223664,30.21736649,19.12497834,16.75218613,14.68233765,87.99108217,93.53616152,95.25748186,95.94032457,17.56934342,120.5777921,9.281118318,12.3509668,23.44629868,139.5713996,97.11311678,91.45331881,96.52316729,99.94865069,101.3800215,90.20062761,83.04082964,84.10945879,0,0,3.545584412,3.745584412,3.745584412,3.504163056,1.348528137,10.66101731,18.59360749,18.59360749,12.04386002,15.37228714,14.98944443,15.8137085,127.6518036,134.4843938,127.6518036,128.6032755,40.35411973,42.91686143,46.94528855,5.159797975,4.776955262,5.501219331,5.401219331,47.02813127,56.33351365,45.93818177,47.26955262,48.03523805,47.12813127,59.254834,60.02051942,29.80315293,49.68376618,47.36955262,52.58792924,52.10508653,66.06316011,75.59696962,76.05554826,76.05554826,70.43717165,45.13107499,75.69696962,74.97981233,68.0158513,68.54011537,68.34011537,43.31686143,8.798275606,51.16366517
Processing plant 2,129.7630735,60.37615434,59.97615434,60.37321061,9.205382387,14.79655121,11.13675324,12.36812409,9.281118318,6.649747468,53.49503602,53.49503602,52.57787873,5.701219331,5.701219331,8.363961031,5.701219331,96.80601,96.80601,96.70601,120.449365,113.3238816,117.9978931,100.365808,110.0954544,106.3741341,140.2927199,140.9483548,139.5956636,147.5110965,93.01900423,96.85159441,97.45453814,93.01900423,5.052691193,40.86122651,40.66417023,40.66417023,40.86122651,39.46417023,44.60681092,44.20975465,38.93279938,39.18132752,31.86589463,31.71736649,35.30437226,35.42863633,35.30437226,17.02792206,16.90365799,16.54507935,16.90365799,139.901046,112.5238816,151.6294731,27.5374675,27.83036072,25.7747258,25.7747258,23.17350647,119.5049999,117.7079436,15.66223664,30.21736649,19.12497834,16.75218613,14.68233765,87.99108217,93.53616152,95.25748186,95.94032457,17.56934342,120.5777921,9.281118318,12.3509668,23.44629868,139.5713996,97.11311678,91.45331881,96.52316729,99.94865069,101.3800215,90.20062761,83.04082964,84.10945879,0,0,3.545584412,3.745584412,3.745584412,3.504163056,1.348528137,10.66101731,18.59360749,18.59360749,12.04386002,15.37228714,14.98944443,15.8137085,127.6518036,134.4843938,127.6518036,128.6032755,40.35411973,42.91686143,46.94528855,5.159797975,4.776955262,5.501219331,5.401219331,47.02813127,56.33351365,45.93818177,47.26955262,48.03523805,47.12813127,59.254834,60.02051942,29.80315293,49.68376618,47.36955262,52.58792924,52.10508653,66.06316011,75.59696962,76.05554826,76.05554826,70.43717165,45.13107499,75.69696962,74.97981233,68.0158513,68.54011537,68.34011537,43.31686143,8.798275606,51.16366517
Riflebird bend,126.7003318,57.39625535,56.99625535,57.39331163,12.83380951,11.56812409,8.239696962,9.388225099,6.301219331,3.504163056,50.51513703,50.51513703,49.51513703,9.246803743,9.246803743,12.07523087,9.246803743,93.57758287,93.57758287,93.47758287,117.5523087,110.1782971,115.0179941,97.22022356,106.94987,103.4770778,137.3956636,138.0512986,136.6986074,144.696883,89.95626253,93.87169542,94.39179644,89.95626253,1.872792206,37.88132752,37.51858582,37.51858582,37.88132752,36.40142853,41.70975465,41.31269837,36.11858582,36.28427125,28.96883835,28.57178208,32.24163056,32.44873734,32.24163056,20.57350647,20.53208512,20.09066376,20.53208512,136.6726189,109.2954544,148.8152596,24.39188309,24.76761902,22.7119841,22.7119841,20.2764502,116.2765727,114.4795165,12.68233765,27.15462479,15.97939392,13.77228714,11.78528137,91.53666658,90.30773439,92.02905474,92.71189745,20.9492424,117.4322077,6.301219331,9.288225099,20.38355698,136.3429724,93.88468966,88.22489168,93.29474016,96.72022356,98.15159441,87.0550432,80.22661608,80.96387438,3.545584412,3.545584412,0,0.765685425,0.765685425,0.1,2.197056275,14.28944443,16.11076477,16.11076477,15.75512986,19.00071427,18.61787156,19.60782105,124.9204328,131.6701802,124.9204328,126.0375901,37.37422074,40.01980515,44.13107499,8.788225099,8.405382387,9.129646456,9.029646456,44.04823228,53.51930009,43.0411255,44.28965363,45.05533906,44.14823228,56.52346315,57.28914857,27.15462479,46.86955262,44.38965363,49.60803025,49.12518754,63.24894655,73.03128419,73.57270555,73.57270555,67.87148622,42.39970414,73.13128419,72.24844148,65.45016588,66.05727266,65.77442995,40.50264787,12.34386002,48.2666089
Riflebird bend downstream,125.993225,56.68914857,56.28914857,56.68620485,13.11665222,10.94386002,7.615432893,8.763961031,5.59411255,2.879898987,49.89087297,49.89087297,48.80803025,9.446803743,9.446803743,12.27523087,9.446803743,93.03616152,93.03616152,92.93616152,116.8452019,109.4711904,114.39373,96.51311678,106.2427632,102.769971,136.6885569,137.3441918,135.9915006,143.9897762,89.33199846,93.16458864,93.76753237,89.33199846,2.638477631,37.17422074,36.89432175,36.89432175,37.25706345,35.77716447,41.00264787,40.60559159,35.41147904,35.57716447,28.26173157,27.94751801,31.53452378,31.74163056,31.53452378,20.77350647,20.6492424,20.29066376,20.6492424,136.1311975,108.7540331,148.1081528,23.76761902,24.06051224,22.08772004,22.08772004,19.65218613,115.7351514,113.9380951,12.05807358,26.53036072,15.27228714,13.06518036,11.16101731,91.90235201,89.76631304,91.48763338,92.17047609,21.31492783,116.7251009,5.59411255,8.663961031,19.84213562,135.8015511,93.3432683,87.68347032,92.75331881,96.17880221,97.61017306,86.43077913,79.51950929,80.33961031,3.745584412,3.745584412,0.765685425,0,0,0.582842712,2.397056275,14.48944443,15.40365799,15.40365799,15.87228714,18.86934342,18.56934342,19.39360749,123.1363707,129.9689609,123.1363707,124.3363707,36.9156421,39.39554108,43.3411255,9.071067812,8.688225099,9.412489168,9.312489168,43.42396821,52.7293506,42.33401872,43.66538957,44.43107499,43.52396821,55.65067094,56.41635636,26.3646753,46.24528855,43.76538957,49.0666089,48.58376618,62.37615434,71.66143571,72.28569978,72.28569978,66.41879503,41.52691193,71.76143571,70.71290758,63.99747468,64.52173875,64.23889604,39.8783838,12.62670273,47.31097398
Riflebird creek,125.993225,56.68914857,56.28914857,56.68620485,13.11665222,10.94386002,7.615432893,8.763961031,5.59411255,2.879898987,49.89087297,49.89087297,48.80803025,9.446803743,9.446803743,12.27523087,9.446803743,93.03616152,93.03616152,92.93616152,116.8452019,109.4711904,114.39373,96.51311678,106.2427632,102.769971,136.6885569,137.3441918,135.9915006,143.9897762,89.33199846,93.16458864,93.76753237,89.33199846,2.638477631,37.17422074,36.89432175,36.89432175,37.25706345,35.77716447,41.00264787,40.60559159,35.41147904,35.57716447,28.26173157,27.94751801,31.53452378,31.74163056,31.53452378,20.77350647,20.6492424,20.29066376,20.6492424,136.1311975,108.7540331,148.1081528,23.76761902,24.06051224,22.08772004,22.08772004,19.65218613,115.7351514,113.9380951,12.05807358,26.53036072,15.27228714,13.06518036,11.16101731,91.90235201,89.76631304,91.48763338,92.17047609,21.31492783,116.7251009,5.59411255,8.663961031,19.84213562,135.8015511,93.3432683,87.68347032,92.75331881,96.17880221,97.61017306,86.43077913,79.51950929,80.33961031,3.745584412,3.745584412,0.765685425,0,0,0.582842712,2.397056275,14.48944443,15.40365799,15.40365799,15.87228714,18.86934342,18.56934342,19.39360749,123.1363707,129.9689609,123.1363707,124.3363707,36.9156421,39.39554108,43.3411255,9.071067812,8.688225099,9.412489168,9.312489168,43.42396821,52.7293506,42.33401872,43.66538957,44.43107499,43.52396821,55.65067094,56.41635636,26.3646753,46.24528855,43.76538957,49.0666089,48.58376618,62.37615434,71.66143571,72.28569978,72.28569978,66.41879503,41.52691193,71.76143571,70.71290758,63.99747468,64.52173875,64.23889604,39.8783838,12.62670273,47.31097398
Riflebird mid,126.6003318,57.21341264,56.81341264,57.21046891,12.87523087,11.46812409,8.139696962,9.288225099,6.201219331,3.404163056,50.41513703,50.41513703,49.41513703,9.205382387,9.205382387,12.03380951,9.205382387,93.47758287,93.47758287,93.37758287,117.369466,110.0782971,115.0008368,97.03738085,106.84987,103.3770778,137.2956636,137.9512986,136.5986074,144.596883,89.85626253,93.77169542,94.29179644,89.85626253,2.055634919,37.69848481,37.41858582,37.41858582,37.69848481,36.30142853,41.52691193,41.12985566,36.01858582,36.10142853,28.78599564,28.47178208,32.14163056,32.34873734,32.14163056,20.53208512,20.49066376,20.0492424,20.49066376,136.5726189,109.1954544,148.7152596,24.20904038,24.66761902,22.6119841,22.6119841,20.1764502,116.1765727,114.3795165,12.49949494,27.05462479,15.79655121,13.67228714,11.68528137,91.57808794,90.20773439,91.92905474,92.61189745,20.99066376,117.3322077,6.201219331,9.188225099,20.28355698,136.2429724,93.78468966,88.12489168,93.19474016,96.62022356,98.05159441,86.9550432,80.12661608,80.86387438,3.504163056,3.504163056,0.1,0.582842712,0.582842712,0,2.238477631,14.33086579,15.76223664,15.76223664,15.79655121,18.95929291,18.65929291,19.48355698,124.0748484,130.9074385,124.0748484,125.7719046,37.27422074,39.91980515,44.1139177,8.746803743,8.363961031,9.171067812,9.071067812,44.1139177,53.66782823,43.10681092,44.35533906,45.12102448,44.2139177,56.83767671,57.52051942,26.80609665,46.93523805,44.45533906,49.75655839,49.27371568,63.4803174,72.68275606,73.05849199,73.05849199,67.44011537,42.29970414,72.86559877,71.81707063,65.10163774,65.62590181,65.3430591,40.48549058,12.30243866,47.91808076
Riflebird upstream,128.4145453,59.0276262,58.6276262,59.02468248,10.63675324,13.36518036,9.953910524,11.01959595,7.849747468,5.218376618,52.2293506,52.2293506,51.2293506,6.966904756,6.966904756,9.795331881,6.966904756,95.45748186,95.45748186,95.35748186,119.1836795,111.809668,116.7322077,98.93443712,108.6640836,105.1084487,138.9441918,139.6826694,138.4128209,146.3282538,91.67047609,95.50306627,96.18885271,91.67047609,3.869848481,39.59554108,39.3156421,39.3156421,39.42985566,38.1156421,43.25828278,42.86122651,37.66711396,37.83279938,30.51736649,30.28599564,33.95584412,34.08010819,33.95584412,18.3764502,18.33502884,17.89360749,18.33502884,138.5525179,111.1753534,150.4466304,26.18893937,26.48183259,24.34335495,24.34335495,21.82497834,118.1564717,116.3594155,14.3137085,28.86883835,17.7764502,15.40365799,13.33380951,89.33961031,92.18763338,93.90895372,94.59179644,18.83502884,119.1464212,7.849747468,11.08528137,22.18061325,138.2228714,95.76458864,90.10479067,95.17463915,98.60012255,100.0314934,88.85209947,81.6923015,82.76093065,1.348528137,1.348528137,2.197056275,2.397056275,2.397056275,2.238477631,0,11.92670273,17.49360749,17.49360749,13.30954544,16.47228714,16.08944443,16.9137085,124.3150504,131.313326,124.3150504,126.5091629,38.50853532,41.60264787,44.93401872,6.342640687,5.959797975,6.684062043,6.584062043,45.09970414,54.65361467,44.09259736,45.42396821,46.10681092,45.28254685,57.4920923,58.25777772,28.37178208,47.92102448,45.52396821,50.90803025,50.42518754,64.2175757,73.42001436,73.878593,73.878593,68.17737367,43.20264787,73.52001436,72.55432893,65.83889604,66.44600282,66.0803174,41.47127702,9.815432893,48.9038672
Rocky hole,140.1755626,71.12001436,70.38864351,71.19991334,1.289949494,25.54041123,21.38355698,22.94629868,19.85929291,17.22792206,64.23889604,64.23889604,63.32173875,4.79411255,4.79411255,2.214213562,4.79411255,107.2184992,107.2184992,107.1184992,131.193225,123.653528,128.6589104,110.8611399,120.673629,116.7866233,150.7880518,151.6093721,150.5052091,158.0064284,103.7628642,107.6782971,107.94987,103.7628642,15.63086579,51.4394011,51.32518754,51.32518754,51.60508653,50.20803025,55.35067094,54.70508653,49.75950212,50.00803025,42.60975465,42.54406922,46.04823228,46.00681092,46.04823228,6.449747468,6.408326112,5.801219331,6.408326112,150.3135352,122.9363707,162.124805,38.28132752,38.73990617,36.60142853,36.60142853,33.75168107,129.917489,128.1204328,26.32325394,40.54701295,30.03452378,27.49604615,25.09482682,77.578593,103.9486507,105.669971,106.3528137,7.074011537,131.1559667,19.85929291,23.34335495,34.10731599,149.9838887,107.5256059,101.865808,106.9356565,110.3611399,111.7925107,100.6131168,93.86753237,94.68763338,10.66101731,10.66101731,14.28944443,14.48944443,14.48944443,14.33086579,11.92670273,0,29.17178208,29.17178208,1.548528137,4.628427125,4.245584412,5.235533906,136.9044948,143.8199277,136.9044948,138.8500792,50.51808076,53.08082246,57.10924958,5.418376618,5.801219331,5.076955262,5.176955262,57.1920923,66.49747468,56.1021428,57.51635636,58.28204179,57.37493501,69.50163774,70.26732316,40.13279938,60.17909806,57.61635636,62.75189027,62.26904756,76.30996385,85.51240251,85.97098116,85.97098116,80.26976183,55.29503602,85.61240251,84.64671709,77.93128419,78.45554826,78.17270555,53.48082246,8.939696962,60.99625535
Sandfly creek,110.4238816,41.451176,40.96833329,41.36538957,28.29604615,4.128427125,7.763961031,6.059797975,9.312489168,12.30954544,34.73574311,34.73574311,33.6529004,24.46051224,24.46051224,27.62031022,24.46051224,77.79818895,77.79818895,78.0295598,101.8557575,94.31606051,99.15575747,81.52367235,90.83910524,87.53199846,121.533427,122.1890619,120.8363707,128.8346463,74.25971132,78.00945879,78.69524523,74.25971132,17.48650071,22.01909089,21.7391919,21.7391919,21.85340546,20.70487732,26.09604615,25.8646753,20.3391919,20.42203461,12.94091629,13.20660172,16.29655121,16.66934342,16.29655121,35.87005769,35.6629509,35.5529004,35.6629509,120.893225,93.68174593,132.9530229,8.446803743,8.905382387,6.932590181,6.932590181,4.911269837,100.4143361,98.86580797,3.345584412,11.12670273,0.2,2.421320344,3.745584412,106.7503751,74.77686861,76.49818895,77.01534624,36.24579362,101.4042856,9.312489168,6.408326112,4.769848481,120.5635785,78.27098116,72.52834047,77.76387438,81.02367235,82.53788591,71.19280656,64.44722215,65.26732316,18.59360749,18.59360749,16.11076477,15.40365799,15.40365799,15.76223664,17.49360749,29.17178208,0,0,30.96883835,34.04873734,33.74873734,34.65584412,107.8983982,115.2280446,107.8983982,109.7611399,21.76051224,24.24041123,28.43452378,24.25046174,23.86761902,24.59188309,24.49188309,28.35168107,37.9884343,27.26173157,28.67594514,29.44163056,28.53452378,40.82691193,41.50975465,11.20954544,31.25584412,28.77594514,34.07716447,33.51147904,47.63523805,56.67199128,57.46194078,57.46194078,51.4293506,26.5374675,56.77199128,55.80630586,49.09087297,49.69797975,49.41513703,24.72325394,27.80609665,32.15584412
Sandfly creek 1,110.4238816,41.451176,40.96833329,41.36538957,28.29604615,4.128427125,7.763961031,6.059797975,9.312489168,12.30954544,34.73574311,34.73574311,33.6529004,24.46051224,24.46051224,27.62031022,24.46051224,77.79818895,77.79818895,78.0295598,101.8557575,94.31606051,99.15575747,81.52367235,90.83910524,87.53199846,121.533427,122.1890619,120.8363707,128.8346463,74.25971132,78.00945879,78.69524523,74.25971132,17.48650071,22.01909089,21.7391919,21.7391919,21.85340546,20.70487732,26.09604615,25.8646753,20.3391919,20.42203461,12.94091629,13.20660172,16.29655121,16.66934342,16.29655121,35.87005769,35.6629509,35.5529004,35.6629509,120.893225,93.68174593,132.9530229,8.446803743,8.905382387,6.932590181,6.932590181,4.911269837,100.4143361,98.86580797,3.345584412,11.12670273,0.2,2.421320344,3.745584412,106.7503751,74.77686861,76.49818895,77.01534624,36.24579362,101.4042856,9.312489168,6.408326112,4.769848481,120.5635785,78.27098116,72.52834047,77.76387438,81.02367235,82.53788591,71.19280656,64.44722215,65.26732316,18.59360749,18.59360749,16.11076477,15.40365799,15.40365799,15.76223664,17.49360749,29.17178208,0,0,30.96883835,34.04873734,33.74873734,34.65584412,107.8983982,115.2280446,107.8983982,109.7611399,21.76051224,24.24041123,28.43452378,24.25046174,23.86761902,24.59188309,24.49188309,28.35168107,37.9884343,27.26173157,28.67594514,29.44163056,28.53452378,40.82691193,41.50975465,11.20954544,31.25584412,28.77594514,34.07716447,33.51147904,47.63523805,56.67199128,57.46194078,57.46194078,51.4293506,26.5374675,56.77199128,55.80630586,49.09087297,49.69797975,49.41513703,24.72325394,27.80609665,32.15584412
Sandy bend,141.8069335,72.66854249,71.77148622,72.66559877,2.755634919,27.00609665,22.76639969,24.49482682,21.24213562,18.61076477,65.78742418,65.78742418,64.78742418,6.342640687,6.342640687,3.597056275,6.342640687,108.84987,108.84987,108.74987,132.8245958,125.0363707,130.2902812,112.4925107,122.3049999,118.169466,152.4194226,153.240743,152.1365799,159.6377993,105.3942351,109.309668,109.5812409,105.3942351,17.09655121,52.82224382,52.79087297,52.79087297,53.07077195,51.59087297,56.89919908,56.17077195,51.14234483,51.55655839,43.99259736,43.92691193,47.59676042,47.38965363,47.59676042,5.042640687,4.918376618,4.39411255,4.918376618,151.944906,124.5677416,163.7561759,39.74701295,40.12274888,38.06711396,38.06711396,35.21736649,131.5488599,129.7518036,27.78893937,41.92985566,31.5002092,28.96173157,26.56051224,76.17148622,105.5800215,107.3013419,107.9841846,5.666904756,132.7873375,21.24213562,24.80904038,35.57300141,151.6152596,109.1569768,103.4971788,108.5670273,111.9925107,113.4238816,102.2444876,95.33321779,96.07047609,12.04386002,12.04386002,15.75512986,15.87228714,15.87228714,15.79655121,13.30954544,1.548528137,30.96883835,30.96883835,0,3.221320344,2.838477631,3.745584412,138.2873375,144.9542423,138.2873375,140.7299782,52.39797975,55.07787873,59.07199128,6.966904756,7.349747468,6.542640687,6.642640687,59.154834,68.5430591,58.14772721,59.39625535,60.16194078,59.254834,71.54722215,72.23006486,41.92985566,61.97615434,59.49625535,64.71463197,64.23178926,78.43839098,87.22661608,87.76803743,87.76803743,82.23250353,57.34062043,87.32661608,86.60945879,79.81118318,80.25260454,80.05260454,55.44356416,10.32253967,63.04183976
Sawfish,144.9696752,75.91412691,75.01707063,75.82834047,6.001219331,30.08599564,26.0119841,27.74041123,24.48772004,21.9391919,69.03300859,69.03300859,68.03300859,9.588225099,9.588225099,6.9254834,9.588225099,112.0126117,112.0126117,111.9126117,135.9873375,128.1991124,133.4530229,115.6552524,125.4677416,121.3322077,155.5821643,156.4034847,155.2993216,162.800541,108.5569768,112.4724097,112.7439826,108.5569768,20.25929291,56.06782823,55.95361467,55.95361467,56.15067094,54.91930009,59.97909806,59.41635636,54.47077195,54.71930009,47.23818177,47.08965363,50.75950212,50.63523805,50.75950212,1.714213562,1.755634919,1.23137085,1.755634919,155.1076477,127.7304833,166.9189176,43.15828278,43.451176,41.14701295,41.14701295,38.4629509,134.7116016,132.9145453,30.95168107,45.17544007,34.6629509,32.12447327,29.64041123,72.8430591,108.7427632,110.4640836,111.1469263,2.421320344,135.9500792,24.48772004,27.97178208,38.73574311,154.7780013,112.3197185,106.6599205,111.729769,115.1552524,116.5866233,105.4072293,98.49595949,99.23321779,15.37228714,15.37228714,19.00071427,18.86934342,18.86934342,18.95929291,16.47228714,4.628427125,34.04873734,34.04873734,3.221320344,0,0.3,0.582842712,142.7755626,149.3596247,142.7755626,144.5554616,56.05777772,58.73767671,62.48326112,10.21248917,10.59533188,9.871067812,9.971067812,62.64894655,72.36854249,61.47615434,62.8903679,63.65605333,62.74894655,75.45554826,76.22123369,45.3411255,65.47026689,62.9903679,68.45727266,67.89158723,82.51240251,90.96925676,91.67636354,91.67636354,85.72661608,60.83473298,91.06925676,90.02072862,83.38813844,83.8295598,83.54671709,59.02051942,13.73380951,66.53595231
Sawfish new,144.5868325,75.53128419,74.63422792,75.44549776,5.618376618,29.78599564,25.7119841,27.35756852,24.10487732,21.55634919,68.65016588,68.65016588,67.65016588,9.205382387,9.205382387,6.542640687,9.205382387,111.629769,111.629769,111.529769,135.6044948,127.8162697,133.0701802,115.2724097,125.0848989,120.949365,155.1993216,156.020642,154.9164789,162.4176982,108.1741341,112.089567,112.3611399,108.1741341,19.8764502,55.68498551,55.57077195,55.57077195,55.85067094,54.53645738,59.67909806,59.11635636,54.08792924,54.41930009,46.77249635,46.70681092,50.3766594,50.25239533,50.3766594,1.955634919,2.079898987,1.555634919,2.079898987,154.724805,127.3476406,166.5360749,42.69259736,43.06833329,40.84701295,40.84701295,38.08010819,134.3287589,132.5317026,30.56883835,44.79259736,34.3629509,31.74163056,29.34041123,73.16732316,108.3599205,110.0812409,110.7640836,2.745584412,135.5672365,24.10487732,27.58893937,38.3529004,154.3951586,111.9368758,106.2770778,111.3469263,114.7724097,116.2037805,105.0243866,98.11311678,98.85037508,14.98944443,14.98944443,18.61787156,18.56934342,18.56934342,18.65929291,16.08944443,4.245584412,33.74873734,33.74873734,2.838477631,0.3,0,0.907106781,141.7299782,148.5625684,141.7299782,143.1785063,55.67493501,58.40336213,62.18326112,10.07817459,10.46101731,9.653910524,9.836753237,62.26610383,71.57148622,61.25899705,62.50752519,63.1903679,62.36610383,74.40996385,75.09280656,45.20681092,65.00458146,62.60752519,67.7430591,67.26021638,81.21828996,90.58641405,91.29352083,91.29352083,85.34377336,60.53473298,90.76925676,89.72072862,83.00529573,83.5295598,83.16387438,58.63767671,13.51665222,66.07026689
